video_id,num_faces,num_smiles,smile_ratio,saturation,brightness,color_std,red_ratio,yellow_ratio,edge_density,face_area_ratio
iKfE4LSZvBY,4,0,0.0,94.7,154.0,73.3,0.0233,0.1375,0.0924,0.0952
08W8oXL35zc,2,1,0.5,139.7,181.0,75.1,0.0626,0.0225,0.125,0.2066
Sr1dRutRUFs,7,0,0.0,101.0,203.6,75.5,0.0797,0.0556,0.0846,0.032
mt9SaGY_fco,1,0,0.0,125.3,132.8,68.1,0.0526,0.1218,0.0881,0.0046
zTulC0qOXjM,5,1,0.2,108.6,179.4,56.6,0.0672,0.1052,0.0742,0.1594
vA9q0ieXKtc,3,0,0.0,109.5,178.3,72.8,0.0313,0.0679,0.091,0.0974
WvJePRwDW1I,2,0,0.0,103.4,164.6,81.8,0.0808,0.1056,0.0886,0.0837
3jkNdDzr8aI,10,0,0.0,95.8,145.9,74.3,0.0672,0.0805,0.1225,0.0723
-3cjzIvEK2Y,2,0,0.0,143.4,193.8,77.6,0.3002,0.068,0.0585,0.0472
fecAJWhQZW8,4,1,0.25,95.2,197.3,60.1,0.0488,0.0023,0.037,0.0781
cU2TsoXDAhw,1,0,0.0,97.8,148.0,65.1,0.1267,0.0006,0.057,0.0488
Y7omIZIydv0,4,0,0.0,88.3,199.0,78.0,0.0549,0.011,0.0616,0.086
NUso5iFFXW8,6,0,0.0,146.6,139.0,85.7,0.0696,0.0066,0.0916,0.1546
KWYzRTenKfY,1,0,0.0,87.5,142.8,66.6,0.0251,0.1724,0.0565,0.0028
k__XTSmkVc8,2,1,0.5,116.6,126.6,71.9,0.0525,0.0339,0.04,0.1552
MQcpwixXp5o,4,0,0.0,116.0,160.3,73.4,0.2076,0.0455,0.074,0.097
qSw_3MNW5gE,6,0,0.0,104.5,194.2,75.9,0.1983,0.0311,0.0818,0.1348
lICkL49y1FU,5,0,0.0,115.0,162.8,74.1,0.1556,0.0695,0.0886,0.124
U7Yh_Iu6yPQ,3,0,0.0,85.3,167.6,60.6,0.0248,0.0688,0.102,0.0569
fjX1jgfS4yw,5,0,0.0,110.2,123.6,60.6,0.0153,0.1468,0.1311,0.1179
yGIx25FDMyg,4,0,0.0,87.6,168.6,69.9,0.0451,0.0295,0.0687,0.0426
LVAUCnKFcMg,3,0,0.0,76.0,150.9,70.5,0.0918,0.0245,0.1541,0.1014
UQPeC1tEmTg,3,0,0.0,57.6,136.4,55.6,0.0288,0.0166,0.0338,0.0823
Zx9OZEAA0n0,2,0,0.0,72.1,187.0,58.5,0.0463,0.0446,0.0852,0.1562
eTzPNyILiLs,3,0,0.0,100.5,145.5,73.3,0.0863,0.1278,0.0292,0.0259
aX4e-7FlnRw,4,0,0.0,101.5,184.7,76.9,0.2735,0.1048,0.167,0.1609
s-Wic4NWBbo,8,1,0.125,117.2,194.4,77.3,0.1645,0.0087,0.0715,0.2204
GxL2oEtIMEE,1,0,0.0,139.3,220.3,74.5,0.086,0.003,0.0987,0.0875
MHPT-hNF7ZY,2,0,0.0,105.5,170.2,69.2,0.0196,0.2256,0.0634,0.041
lm-ityNOSso,5,0,0.0,77.7,199.7,78.9,0.085,0.1056,0.0719,0.1289
Kc_-JScXyD8,2,0,0.0,81.4,152.3,67.8,0.0562,0.1053,0.0481,0.0159
Cau_KjX91m4,7,0,0.0,130.4,192.4,77.8,0.141,0.1032,0.075,0.0736
hXr-C77Nvjw,3,0,0.0,153.4,76.6,77.0,0.1233,0.0164,0.0364,0.0971
7VpA8hDWZrM,4,0,0.0,124.2,168.7,59.9,0.0125,0.339,0.0367,0.1027
-EG5dKMlBB0,3,0,0.0,154.5,154.2,76.9,0.2605,0.1081,0.0658,0.0988
1xBKtusQJww,4,0,0.0,108.7,195.7,72.1,0.1483,0.0489,0.1038,0.1489
LdwLjNO1sE4,9,0,0.0,105.5,151.8,78.2,0.182,0.0412,0.0997,0.1521
Fmjqa1cR64k,3,0,0.0,77.9,176.0,84.9,0.1309,0.0055,0.0802,0.1251
csYrJMi6d3Y,6,0,0.0,60.1,162.2,69.0,0.1274,0.0014,0.1184,0.1148
Z2zMmROFqWE,4,0,0.0,93.7,156.9,68.1,0.0553,0.0589,0.0647,0.4388
P-jE6P8iBQg,3,0,0.0,119.1,148.6,72.7,0.0499,0.0293,0.0641,0.1433
IR5g9U5EZCo,0,0,0,86.4,100.7,70.2,0.0733,0.04,0.124,0
ilvh7PShS9c,2,0,0.0,59.7,163.9,79.4,0.0346,0.0362,0.0413,0.1894
KDSzCGkhSkM,0,0,0,65.3,111.7,40.3,0.033,0.0164,0.0111,0
6dYiRlbWwy8,1,0,0.0,42.1,178.9,101.4,0.0311,0.0267,0.0701,0.0094
Vrv8JmHvSbA,2,0,0.0,42.2,135.4,83.7,0.0267,0.0141,0.059,0.0197
SxSA-a7zVhI,0,0,0,68.2,118.4,79.2,0.054,0.0201,0.0815,0
JYI95jCLBPk,4,0,0.0,166.9,220.9,86.2,0.0805,0.1371,0.0635,0.2759
Bpz-vM7UW9U,9,0,0.0,135.3,126.6,68.7,0.1498,0.0328,0.0626,0.0502
Q7YTUdvGaT8,2,0,0.0,92.6,80.1,53.6,0.0175,0.0705,0.0374,0.0455
CTqNWDlt7PM,3,0,0.0,127.5,50.2,59.1,0.1042,0.0626,0.0613,0.0138
MRF1vY6RNqY,0,0,0,89.2,167.2,84.5,0.0047,0.0007,0.0068,0
o4x8A04EozY,2,0,0.0,70.4,138.4,91.7,0.0721,0.135,0.0775,0.0081
c65wnT5hM5w,1,0,0.0,120.0,153.4,62.8,0.0263,0.1233,0.0308,0.0035
pfLM6dtAM0g,6,0,0.0,111.7,149.3,82.7,0.0502,0.0265,0.1062,0.1145
9SAi_DX3ZVY,1,1,1.0,112.3,53.7,51.7,0.0384,0.1439,0.01,0.0506
p81SjnAFxps,1,1,1.0,72.4,67.9,54.3,0.0065,0.0076,0.0367,0.0306
zgYs2Qnk3sY,0,0,0,129.2,112.1,74.1,0.0072,0.008,0.0713,0
N8Kgz2wn6f4,4,2,0.5,133.1,161.8,83.9,0.0679,0.0075,0.0811,0.1013
sR0DLq2lMzU,2,0,0.0,177.2,156.1,92.9,0.0097,0.0341,0.0353,0.1253
dph7FUCjvLM,2,0,0.0,141.1,209.2,81.4,0.0207,0.0022,0.0795,0.0147
HhPY-QjxtHQ,2,0,0.0,141.0,144.7,70.2,0.158,0.1212,0.0871,0.0283
JNMGrbHYUUM,1,0,0.0,132.5,161.4,90.4,0.0086,0.2861,0.0246,0.0064
rWK-xy4tq4k,1,0,0.0,47.5,73.5,70.2,0.0236,0.0075,0.0182,0.0325
u-n28E_MHf8,12,0,0.0,112.5,141.4,77.3,0.1514,0.0297,0.0512,0.0611
EXUuKYHyXPY,2,0,0.0,130.9,220.7,88.7,0.0826,0.0468,0.0409,0.0552
Eg8OvSxmEIM,0,0,0,115.5,65.0,58.2,0.0814,0.1453,0.1578,0
-z8LgaxZEdM,6,0,0.0,131.1,175.6,77.0,0.1085,0.0271,0.1489,0.0745
9eE0GTSsNrk,0,0,0,130.3,209.6,87.9,0.098,0.0931,0.0309,0
ahhe_Q210bs,2,0,0.0,80.5,101.3,84.0,0.0219,0.0222,0.0535,0.0108
8s3G77tC28w,1,1,1.0,86.5,195.5,87.8,0.1349,0.0328,0.0373,0.0417
BqbaDMNjCtY,0,0,0,78.0,131.4,105.2,0.0097,0.0713,0.0886,0
aVzVjrpmmJI,1,0,0.0,116.6,121.1,70.6,0.0028,0.1051,0.1175,0.0015
Zf23JqCZxlU,2,0,0.0,78.2,174.8,73.1,0.0618,0.0065,0.128,0.0664
YRzZEXlkdMQ,3,1,0.333,77.3,61.9,47.9,0.1986,0.0003,0.0146,0.1215
7hneK7fOIWA,0,0,0,84.4,165.8,76.1,0.0727,0.0162,0.0938,0
fT3Q00EPJ9c,4,1,0.25,134.7,196.6,79.9,0.0221,0.1175,0.1613,0.0446
WSNPvVFV3JA,3,0,0.0,61.7,105.1,77.1,0.0951,0.0542,0.016,0.0364
uQDzZp3g3kY,3,1,0.333,100.3,175.5,83.0,0.0289,0.1977,0.0845,0.0309
dARtcG5DFkY,1,0,0.0,144.3,127.2,72.9,0.0718,0.0214,0.1032,0.0559
EVavaq5bIQw,1,0,0.0,150.0,168.9,81.6,0.119,0.0703,0.0876,0.0379
C6aKA3C5Ow8,1,0,0.0,140.5,173.2,75.7,0.0564,0.2361,0.0998,0.0038
-AUuDeSALFc,4,0,0.0,177.2,70.1,59.4,0.551,0.0147,0.042,0.0504
IQKsK8HvgN8,1,0,0.0,152.3,193.5,80.9,0.0536,0.0592,0.0594,0.0156
jBNBM1BbzV0,4,0,0.0,170.3,156.6,78.9,0.0544,0.0537,0.2154,0.0221
IHbM6f9u-q0,2,0,0.0,108.6,136.5,62.9,0.0137,0.0147,0.0417,0.0248
KBW69ewEMJ0,2,1,0.5,157.3,215.9,83.3,0.1721,0.0162,0.0463,0.0686
5FYOa4vKyRU,4,0,0.0,184.3,191.6,85.6,0.2246,0.0679,0.0547,0.1293
5hTla05A4zI,4,0,0.0,105.5,185.1,73.0,0.1019,0.1077,0.1455,0.0744
3OVMg6OkWPs,2,1,0.5,95.6,230.9,73.1,0.0178,0.0681,0.0563,0.0833
PiZlwdRiuhI,3,1,0.333,83.9,197.8,56.9,0.0144,0.1501,0.0197,0.12
rHRSpoWNx5c,5,1,0.2,131.5,227.5,88.3,0.0796,0.0737,0.0785,0.0591
tNvznbUydvc,3,1,0.333,134.4,166.2,84.1,0.1,0.0621,0.0761,0.0711
0cqvfMOzok0,2,1,0.5,123.0,214.5,83.1,0.1912,0.0588,0.0369,0.063
Wfg-ucn4AbY,1,0,0.0,48.4,86.4,74.8,0.0563,0.0132,0.05,0.0071
yBQMbRtIMqA,3,1,0.333,74.5,212.1,66.8,0.0475,0.0835,0.1059,0.1399
PWTngGBLd5s,4,0,0.0,81.1,214.3,77.0,0.0497,0.0768,0.0554,0.0578
m-4lcmCw2Ao,3,1,0.333,127.3,172.9,88.5,0.0275,0.0319,0.0548,0.1313
9uaUsWO3Kdw,2,1,0.5,103.4,230.7,78.8,0.037,0.0484,0.0458,0.2488
innGFkO5gRQ,1,1,1.0,161.6,189.2,82.4,0.1103,0.0309,0.0946,0.0803
XjRI6sb6Sz0,4,0,0.0,122.1,194.4,84.6,0.2079,0.0026,0.1124,0.0297
wDKR0bvhN8M,3,0,0.0,115.8,146.3,84.2,0.1061,0.0787,0.1384,0.0319
XyG2CSrpIiU,2,0,0.0,194.1,203.5,87.1,0.354,0.0575,0.0406,0.0402
lNeY88u_nao,4,1,0.25,161.7,201.9,90.6,0.1078,0.1309,0.0671,0.0476
TpFOQDiGnPY,4,0,0.0,77.0,209.4,64.4,0.0558,0.0671,0.049,0.0274
Hr1uJKDqmH8,2,0,0.0,65.4,223.0,58.6,0.076,0.0252,0.0342,0.1198
92EC5Xfpdb4,2,0,0.0,188.8,173.0,84.3,0.0755,0.0376,0.0912,0.0215
GLVhiScF3tI,2,1,0.5,145.2,214.1,78.6,0.0598,0.2948,0.121,0.0651
3kZyqPSnSYY,5,0,0.0,171.6,168.4,89.8,0.0262,0.2527,0.1514,0.0805
rr4yeTaCT3Y,3,0,0.0,163.7,187.9,94.9,0.4811,0.0298,0.106,0.0142
cmceE0byZMs,3,1,0.333,101.4,215.0,67.3,0.0976,0.0703,0.0519,0.0895
h-YbB6UGcmE,1,0,0.0,97.8,187.8,77.5,0.1503,0.0678,0.1351,0.0029
oZIU4fJmJYk,4,1,0.25,163.0,191.5,97.2,0.3484,0.1201,0.0436,0.1521
yHPxRlTauOU,7,0,0.0,103.6,166.5,74.8,0.211,0.0511,0.0729,0.1055
Y4G41bodDGs,2,0,0.0,68.4,236.5,75.2,0.1852,0.0627,0.039,0.0173
gXTWYwiu0Rw,4,1,0.25,121.4,206.3,87.2,0.1154,0.0771,0.0628,0.0618
nkbVraSykmI,4,0,0.0,66.5,192.9,74.1,0.1255,0.0127,0.0909,0.0257
xTwguplFfZk,4,0,0.0,67.8,214.1,53.3,0.0155,0.0294,0.0571,0.0356
9AOs-4tmb2k,2,0,0.0,94.6,195.2,77.8,0.1941,0.0631,0.0678,0.0085
uUzbpOn5F2o,2,1,0.5,95.7,232.2,80.4,0.1392,0.0503,0.0587,0.076
RMTYsmXHkTo,10,1,0.1,114.7,215.0,74.3,0.0642,0.0614,0.0962,0.0815
hci8E9ticg8,2,0,0.0,171.2,199.5,89.3,0.0466,0.3607,0.0814,0.0148
L-kzbjSC214,3,0,0.0,113.8,186.1,85.3,0.1918,0.0623,0.0682,0.0525
pDSWye6ddvo,8,1,0.125,121.5,209.7,76.3,0.1532,0.162,0.0769,0.0781
yj2lH42rnug,2,0,0.0,100.8,189.3,73.3,0.0477,0.068,0.1775,0.0324
tfqNQzi9xMc,2,1,0.5,150.9,184.8,88.3,0.0364,0.3129,0.0931,0.073
ztsoFB9i5Ko,0,0,0,96.1,147.9,72.3,0.0066,0.0885,0.1628,0
QsaATI1BoCg,1,0,0.0,169.3,190.8,87.9,0.0718,0.1602,0.1804,0.009
0ECiqci-Tdw,1,1,1.0,98.0,195.5,57.6,0.332,0.0037,0.0259,0.1218
H7uX6kb8SS0,2,1,0.5,164.9,186.4,76.6,0.0943,0.2884,0.0798,0.0511
NnYIY05C5K4,2,0,0.0,209.3,206.1,89.9,0.7303,0.0563,0.0803,0.0178
JKn1QSQmcLQ,4,2,0.5,165.3,204.1,85.8,0.1056,0.1519,0.0976,0.1239
cxGJKP88hE8,2,0,0.0,39.5,149.4,68.2,0.0542,0.0006,0.0755,0.0142
WyB4NVtonTs,3,0,0.0,39.2,170.2,69.9,0.0193,0.0275,0.0434,0.0286
ClByqa4EOcs,0,0,0,28.9,154.2,75.2,0.0258,0.0003,0.0204,0
52g5nzKO-e8,1,0,0.0,61.3,159.0,64.4,0.1821,0.009,0.0348,0.0059
EJjS4urp18o,0,0,0,64.2,174.8,69.0,0.0275,0.0137,0.029,0
qmAhBP3hx2g,3,0,0.0,119.0,172.8,76.8,0.12,0.1114,0.1293,0.0686
PcusZbBuBig,1,0,0.0,47.6,184.5,58.1,0.0658,0.0056,0.0228,0.0039
t37_FN77JPU,3,0,0.0,75.8,128.9,82.3,0.0459,0.0677,0.1232,0.0147
_wlj8rECGsY,3,0,0.0,66.2,191.1,77.1,0.0178,0.0001,0.0598,0.0284
zwWylxGTlOk,7,0,0.0,75.4,164.8,62.9,0.109,0.0378,0.0815,0.071
S3PziU6vaJ4,3,0,0.0,88.7,200.1,63.5,0.0579,0.0692,0.0438,0.182
ZQYJcVAlQdI,3,0,0.0,69.7,176.8,72.7,0.0157,0.059,0.0243,0.0093
F3DTNnamtI0,8,0,0.0,77.9,162.5,71.2,0.111,0.0173,0.1302,0.0697
J6kj021vKw4,3,0,0.0,54.0,173.5,69.7,0.0039,0.1032,0.0506,0.0732
LuCGb5ZXlDA,1,0,0.0,69.9,149.8,66.5,0.0523,0.0259,0.0529,0.0028
16LtaND9038,4,0,0.0,52.4,153.5,62.9,0.0553,0.0214,0.0882,0.0363
PSkcC7CG51U,1,1,1.0,45.5,174.7,88.0,0.0042,0.0343,0.0125,0.1502
IR5CH_zbUtw,2,0,0.0,93.5,108.1,66.7,0.1381,0.1023,0.0532,0.0384
OGSAGYbsP5E,1,0,0.0,70.7,198.3,76.4,0.0042,0.0665,0.0774,0.0082
dXuMMMtMgLI,2,0,0.0,47.7,136.3,61.4,0.0497,0.0113,0.0708,0.0152
JStnNunJog0,2,1,0.5,53.5,222.0,52.8,0.016,0.0108,0.0461,0.1199
o5NeRoFojxw,1,0,0.0,93.4,167.8,72.6,0.0258,0.127,0.0479,0.0115
cxxmBiAIXGI,1,1,1.0,62.2,183.8,66.5,0.0837,0.0287,0.1073,0.0247
GyHSDeuiOlc,1,0,0.0,91.9,198.9,71.7,0.2811,0.0737,0.0671,0.2063
uBu6nQHYBjY,1,1,1.0,53.0,169.8,81.6,0.0941,0.0106,0.0616,0.0348
P1NM2FM5WcY,0,0,0,31.0,149.8,58.9,0.0154,0.0017,0.0567,0
m4iDAxiTOYA,1,1,1.0,62.3,130.3,85.9,0.1059,0.0197,0.0397,0.2111
TvknIbIIu50,2,0,0.0,76.1,117.3,79.3,0.0623,0.036,0.07,0.0538
BHg8w49lHfQ,1,0,0.0,68.3,157.2,73.6,0.046,0.0374,0.1459,0.0034
3qUpyUeskHI,0,0,0,34.5,206.1,41.3,0.0078,0.0014,0.0129,0
dZNZE00beLQ,2,0,0.0,97.5,129.0,79.1,0.1483,0.0163,0.0639,0.0307
ICHv_00h0_8,1,0,0.0,81.3,118.5,71.4,0.0298,0.1389,0.0565,0.0075
vWKxg7nSmFc,2,1,0.5,34.4,158.2,49.5,0.0156,0.0037,0.0452,0.0454
vhbyTTqVAjE,1,0,0.0,61.0,180.3,61.7,0.0841,0.0094,0.0599,0.0456
lKw2YtGrcrM,2,1,0.5,135.1,183.4,75.5,0.1562,0.0025,0.0265,0.0919
EiqA-xhTJbU,5,0,0.0,64.1,174.6,68.8,0.093,0.0064,0.0679,0.0655
cQmsSfN4SHI,2,1,0.5,54.5,177.5,75.6,0.0324,0.0081,0.0144,0.1475
nAk-mLphCbQ,2,0,0.0,40.5,190.2,58.7,0.0897,0.0008,0.0602,0.013
2YPQrG1lsJw,2,1,0.5,65.9,184.2,92.9,0.1297,0.0034,0.0253,0.1623
hSM9ju-DjxM,1,1,1.0,65.7,179.7,85.9,0.0158,0.0828,0.1262,0.0756
onGhtv4Ez70,4,0,0.0,68.4,170.2,57.1,0.0235,0.0166,0.0781,0.0294
FFs9bQeaic4,2,0,0.0,127.0,104.6,66.0,0.3657,0.0293,0.0469,0.0255
pMVvoEgYkZI,2,0,0.0,90.2,215.2,70.5,0.0838,0.2289,0.0652,0.0124
HOZbtzHz5tI,2,0,0.0,66.5,125.4,78.8,0.138,0.0323,0.0469,0.0124
LSp2_2XX6F4,1,1,1.0,65.7,197.3,59.9,0.0025,0.1825,0.0232,0.0589
DugUutp96ys,1,0,0.0,33.9,222.5,40.5,0.0261,0.0074,0.0074,0.0025
TVAsYVAjisg,1,0,0.0,44.4,159.5,77.0,0.0389,0.0082,0.0608,0.0344
3VpP6UNqmII,1,0,0.0,83.5,203.6,75.6,0.0203,0.0965,0.0197,0.099
vsjWPAR8P_8,3,1,0.333,97.7,177.4,65.1,0.1794,0.0853,0.0814,0.1446
yPmgHBRUdns,1,0,0.0,154.3,176.1,61.1,0.1069,0.0342,0.0288,0.0175
CvLalvGJz9M,2,0,0.0,76.5,211.8,69.3,0.013,0.0072,0.0606,0.0305
FfPKszFfDa8,3,1,0.333,172.0,171.6,76.2,0.1717,0.0377,0.0821,0.1027
JyAekMdvlp4,3,0,0.0,98.5,201.8,56.0,0.1214,0.0199,0.1136,0.0631
2q5CMPGJ358,2,0,0.0,185.0,223.1,90.4,0.0092,0.1796,0.0337,0.0127
K5vMZmqMPNE,3,1,0.333,118.9,173.7,71.2,0.0157,0.1605,0.0829,0.1358
20ICC2-xj0A,2,0,0.0,165.2,211.0,75.1,0.0397,0.3075,0.0625,0.0116
pTumtP8OXz0,2,0,0.0,99.5,231.5,71.6,0.0842,0.0488,0.0568,0.2677
KPYyRsSHRy4,1,0,0.0,156.0,215.3,83.4,0.17,0.2025,0.0813,0.251
Q0401iiN0nI,2,0,0.0,179.4,230.7,93.7,0.0619,0.01,0.0633,0.1381
AB7kXrla_0w,1,0,0.0,220.2,222.3,93.3,0.0301,0.1742,0.0255,0.0421
elCwDB9erLY,1,1,1.0,151.2,201.5,80.4,0.058,0.0751,0.089,0.0317
lHnv2GxFUVE,6,1,0.167,84.8,179.4,73.4,0.019,0.1125,0.0687,0.1157
XcmEf6DK27E,2,0,0.0,114.3,171.2,62.3,0.1338,0.0937,0.0863,0.139
mGd3SNbav6g,4,0,0.0,127.8,235.4,82.6,0.2704,0.1206,0.1571,0.0617
Z0_ECdM9_4Y,2,2,1.0,102.1,216.4,85.4,0.0174,0.087,0.0427,0.1223
luvG7kvJcQY,4,1,0.25,160.4,233.9,94.7,0.2301,0.0664,0.0502,0.0942
vnMLhiz6azo,3,1,0.333,147.9,216.8,79.4,0.0565,0.1267,0.0542,0.051
MB9OO6YkOYE,3,0,0.0,172.1,166.1,77.5,0.0231,0.105,0.1343,0.0457
4dpiSvzkcyU,3,1,0.333,98.7,187.2,79.5,0.1369,0.0126,0.0561,0.1054
-Pd_D1sr4Pc,1,0,0.0,151.9,205.5,87.2,0.0167,0.0447,0.0833,0.0141
c39WLlkyO2w,2,0,0.0,173.6,190.7,86.6,0.1306,0.0554,0.1344,0.1007
TwySyVXi49c,4,0,0.0,148.4,172.1,69.4,0.0246,0.0689,0.0821,0.0325
4HQvxoduX9c,5,0,0.0,124.7,197.5,71.4,0.1892,0.1539,0.0394,0.5756
cr8wrpVD0KE,1,0,0.0,121.1,231.9,72.5,0.0765,0.0168,0.0382,0.017
lzAMwgyYCDk,2,0,0.0,118.3,162.1,74.7,0.0155,0.3618,0.0553,0.0086
XpdcRN3AxB0,3,1,0.333,149.7,181.0,62.4,0.0527,0.348,0.0943,0.065
z2qOW0c-m34,0,0,0,116.3,169.1,98.2,0.432,0.0005,0.173,0
FMTmv1JwXxM,1,0,0.0,123.0,187.2,74.3,0.1039,0.0792,0.0652,0.0569
BaYQ6Y91C3M,2,1,0.5,180.6,217.7,90.5,0.1094,0.0478,0.076,0.0554
q9P15_JXAIM,1,0,0.0,91.3,177.2,111.9,0.037,0.0692,0.0611,0.0181
J3e9n3V799k,2,0,0.0,82.7,231.3,76.7,0.026,0.0695,0.0399,0.1056
8FwxcrRIOEI,1,0,0.0,52.8,163.3,107.6,0.061,0.0303,0.0744,0.026
6QNpyX8fKjA,5,0,0.0,119.4,180.5,93.7,0.0642,0.0875,0.1487,0.0252
nQZtYC9T77U,3,0,0.0,112.6,124.5,82.6,0.2128,0.1008,0.1386,0.1012
KaJYd1LKSS8,1,0,0.0,84.7,135.8,89.8,0.0445,0.121,0.0835,0.1134
jPIPzqN3DH0,4,0,0.0,169.0,204.5,77.0,0.0667,0.305,0.0711,0.0327
K2KfaDyIcF8,2,0,0.0,123.2,202.8,81.3,0.2719,0.0008,0.0329,0.0457
mS-mH2lYHqA,3,1,0.333,47.9,194.1,75.1,0.0626,0.0243,0.0364,0.1504
RMT_Gq0m_3Q,2,0,0.0,106.4,159.4,94.2,0.0759,0.0776,0.0822,0.0506
8kBHXcfO-R4,2,0,0.0,88.0,180.1,105.6,0.0852,0.092,0.0731,0.1289
CT7MW0M8xPg,0,0,0,63.8,198.9,60.4,0.0055,0.0178,0.0844,0
rsz33Uhp_Lg,1,0,0.0,108.5,202.3,77.3,0.1155,0.0073,0.1129,0.0413
JHVYNJMZ5d4,0,0,0,138.2,141.5,92.6,0.0351,0.2142,0.1466,0
aMYxc1APO8g,5,1,0.2,128.0,194.8,85.6,0.1575,0.0402,0.1254,0.1191
jrh7nCLMooM,4,0,0.0,57.0,178.3,74.5,0.042,0.0008,0.0484,0.1111
PZyzD3oERyM,2,0,0.0,133.0,198.4,89.5,0.0562,0.249,0.0814,0.0158
ydVSN811Js4,3,2,0.667,64.7,198.7,70.0,0.1074,0.0098,0.1107,0.1075
XDR4Y8v7hNs,4,0,0.0,88.6,143.9,93.0,0.0659,0.1106,0.1267,0.09
h7iUIWxcbjE,3,3,1.0,111.3,216.1,78.0,0.1701,0.1212,0.0585,0.4596
1hfaX7AuYEw,2,0,0.0,82.3,213.4,71.7,0.0352,0.1457,0.0823,0.1152
197DBgUhpME,3,2,0.667,47.6,178.0,75.2,0.0767,0.0,0.106,0.132
85dQzj-4Xys,2,1,0.5,94.8,188.4,77.4,0.2436,0.0167,0.0815,0.1396
sdq9Di_-L5g,3,1,0.333,186.7,200.9,85.3,0.1095,0.0733,0.0733,0.3763
xvhvTLCcEwI,2,1,0.5,158.5,176.5,85.1,0.1221,0.0502,0.0601,0.1439
09NSaPCzCnI,1,1,1.0,123.8,232.3,75.2,0.044,0.1758,0.0306,0.1111
_ZufHiGoSZw,3,2,0.667,40.8,230.2,51.9,0.0707,0.0031,0.0489,0.0822
T08WNpTyZxw,2,1,0.5,116.3,193.6,85.8,0.1082,0.0773,0.0984,0.0828
QiM9Zy7MImY,4,2,0.5,103.6,206.1,71.7,0.0445,0.0131,0.0933,0.1578
QMYWH1FfsCY,4,0,0.0,131.3,220.0,79.4,0.0188,0.0123,0.0548,0.0318
BnBNPOoNg_I,1,0,0.0,77.8,187.7,69.2,0.0211,0.0727,0.039,0.0025
Wenn6Cmxxnc,4,1,0.25,149.5,219.4,93.9,0.2629,0.0104,0.0653,0.126
8WfbsPczr2I,1,0,0.0,68.5,176.5,106.0,0.2051,0.0335,0.0776,0.1285
o-mXIhbK6os,3,0,0.0,95.3,206.8,67.2,0.0855,0.1387,0.0458,0.0241
WcV398VHr5U,5,1,0.2,102.6,194.3,71.5,0.0575,0.0292,0.0478,0.0649
VUcJJ3fpNSI,1,0,0.0,73.8,215.2,62.7,0.042,0.0059,0.0426,0.017
s_VJvP6dWjs,4,4,1.0,113.3,198.2,77.4,0.041,0.0593,0.0886,0.1653
NvMcqoWOZh8,3,0,0.0,113.3,187.2,80.3,0.164,0.0302,0.0475,0.0261
n__yL6bvcuE,2,1,0.5,68.6,210.8,79.1,0.0704,0.1153,0.0582,0.0823
3v-zUefUGvs,3,2,0.667,135.4,219.1,83.1,0.0489,0.0136,0.0675,0.1535
5YDPYw7PcTU,2,0,0.0,79.6,190.4,66.1,0.0181,0.0031,0.0315,0.083
xtCWf-b-xYw,2,1,0.5,65.6,187.6,67.3,0.0219,0.0019,0.0577,0.0354
fqkkrLaIlnI,4,0,0.0,109.1,197.6,80.9,0.0212,0.1193,0.0905,0.0485
RpGTrMi_Zr8,0,0,0,78.4,212.5,62.7,0.0879,0.0,0.0687,0
vl7MJM-GIog,3,2,0.667,116.5,189.4,75.9,0.0577,0.0178,0.0746,0.1201
UYD6rfRrMS4,4,0,0.0,61.2,148.1,71.2,0.1146,0.0007,0.0896,0.12
7TBjgXd5Eb8,3,0,0.0,114.1,157.3,92.5,0.0253,0.0019,0.0906,0.0439
mLdBKvaKGSo,2,0,0.0,112.2,183.3,77.2,0.1797,0.1684,0.0327,0.0771
HiWbg-ardDQ,2,0,0.0,77.2,207.6,62.1,0.0191,0.0001,0.0532,0.0586
aLV5U_T2XIQ,4,1,0.25,98.3,146.6,72.4,0.0574,0.0217,0.0785,0.0626
MqLXxfzBPRs,4,0,0.0,147.4,145.8,78.0,0.3271,0.0051,0.0774,0.1376
9VcVhmyY0n8,4,1,0.25,98.9,159.8,66.0,0.0228,0.1794,0.0851,0.1136
EiITTO2LS_w,1,0,0.0,145.3,197.3,73.5,0.0004,0.0024,0.1259,0.1043
M4mYQfIO_yc,3,0,0.0,48.2,222.4,58.0,0.0587,0.0015,0.0588,0.0355
ZOXV_R3Nvhs,2,1,0.5,117.1,167.6,80.8,0.1387,0.076,0.1258,0.1178
NUVynNoq7dc,2,1,0.5,93.8,190.3,61.8,0.0274,0.017,0.0312,0.015
EpTd3Tu3GBs,1,1,1.0,90.3,187.8,82.0,0.0629,0.1362,0.1213,0.2397
4rs4R6eRfyc,1,0,0.0,44.3,207.3,64.1,0.0379,0.0006,0.0776,0.0164
lDM-pR8FvL0,2,0,0.0,83.4,204.3,81.4,0.15,0.0524,0.073,0.07
A95ndjUHACY,2,0,0.0,23.9,237.6,64.8,0.0356,0.0026,0.0452,0.0233
YtQgm9SNbyU,5,0,0.0,96.4,227.6,73.0,0.0898,0.0136,0.0656,0.1025
yP5RNN5yTOE,3,0,0.0,96.7,143.2,93.1,0.1295,0.0314,0.1152,0.1732
