video_id,num_faces,num_smiles,smile_ratio,saturation,brightness,color_std,red_ratio,yellow_ratio,edge_density,face_area_ratio
6-Jt0s_zYgI,2,0,0.0,153.5,207.4,80.4,0.1466,0.1205,0.0772,0.0156
Xjl8mIjIwOk,4,0,0.0,79.7,167.9,76.9,0.0972,0.0845,0.0542,0.0281
AWbdIeue9GU,0,0,0,62.2,138.7,53.4,0.0438,0.0116,0.0524,0
aq1Pukc0nE4,2,0,0.0,131.9,154.9,86.7,0.031,0.0017,0.0443,0.1103
bm8qS0OdcmE,4,0,0.0,171.5,221.1,87.3,0.0799,0.194,0.0902,0.1251
O0cm0t4RhCg,2,0,0.0,122.4,188.3,88.3,0.0831,0.1417,0.0488,0.0662
8nL4iJSgmoA,2,0,0.0,128.0,235.3,83.4,0.0899,0.0247,0.0593,0.113
P4yUk_hueWY,4,0,0.0,167.9,221.0,88.0,0.0469,0.3968,0.0529,0.0717
fkyVji6VKcU,3,0,0.0,125.3,216.2,88.4,0.2361,0.0151,0.0621,0.2764
0jVXtuvwQSg,0,0,0,65.3,158.5,68.4,0.0561,0.0744,0.0504,0
oRzEkEouOpU,2,0,0.0,73.2,211.0,70.7,0.0318,0.0261,0.0407,0.0334
4GB8it4kX24,3,0,0.0,115.6,159.3,71.3,0.2759,0.056,0.026,0.0482
xp9zeI0PbZE,6,0,0.0,107.9,146.1,89.1,0.1075,0.086,0.0844,0.1572
2j5tcKABoxk,1,1,1.0,91.4,145.3,59.9,0.2353,0.001,0.0297,0.0996
E6MVZ4kUt_Q,1,0,0.0,48.4,133.0,78.4,0.0794,0.0033,0.075,0.0092
jLe6-MBYvR8,1,1,1.0,57.4,172.6,70.2,0.0103,0.0468,0.0466,0.186
Eazaew0wRh0,2,1,0.5,92.7,180.2,74.2,0.0984,0.0226,0.0636,0.0879
dwJKih8onTc,4,0,0.0,162.8,173.0,95.2,0.0274,0.1379,0.0616,0.1011
p5P94-WSuXw,4,0,0.0,94.4,184.9,75.2,0.0601,0.1221,0.0514,0.3627
r0NtJxtKnbQ,4,0,0.0,87.5,166.7,65.6,0.0861,0.0673,0.0935,0.1402
QsPd-34-YiA,0,0,0,83.9,128.0,94.7,0.217,0.0541,0.0589,0
vr3hKK9qPn8,2,0,0.0,84.5,173.4,78.0,0.0298,0.1909,0.0539,0.2988
p8mK0AvixUA,3,0,0.0,100.1,155.3,90.9,0.1071,0.0711,0.1084,0.0242
FKykYpwNP0Y,3,1,0.333,156.4,138.4,69.5,0.7301,0.0002,0.0185,0.3103
I68w4k7K5NM,1,0,0.0,78.9,110.9,92.9,0.1038,0.0134,0.1151,0.0237
vK_zBlQ1ka0,2,0,0.0,145.2,223.6,79.2,0.0358,0.083,0.0912,0.1385
eBGlOkyw-vI,9,0,0.0,136.6,142.4,92.2,0.179,0.1876,0.0741,0.1056
oELaNMfqxXk,2,0,0.0,55.3,119.2,95.3,0.1049,0.0169,0.0625,0.1973
q_MuNU-N83I,3,0,0.0,138.4,193.4,70.7,0.0506,0.1494,0.0611,0.0426
vuMZtz4R2Oo,2,0,0.0,91.9,113.1,74.0,0.0568,0.1506,0.0408,0.104
Vjek_Wh-LJE,4,2,0.5,80.1,169.9,72.2,0.0721,0.0429,0.0391,0.3245
6OQYsmUZY24,4,0,0.0,92.4,210.9,71.9,0.1463,0.0948,0.1204,0.0606
WpBXmShQukw,2,1,0.5,193.2,226.8,102.1,0.1223,0.0032,0.0925,0.0458
5ZmPKvS0tcQ,4,0,0.0,190.3,237.4,100.1,0.1693,0.2386,0.0448,0.0799
kYpMRvva5p4,4,0,0.0,94.4,156.8,79.7,0.0838,0.0267,0.0437,0.0265
sK7Vh2y1QtI,1,0,0.0,97.8,82.7,60.2,0.0909,0.2585,0.045,0.2432
fg9pTsbRU-Y,1,0,0.0,129.4,167.7,76.2,0.0423,0.3498,0.0354,0.0863
PISf6H5EP6Y,7,1,0.143,146.3,221.5,80.8,0.0598,0.2178,0.089,0.1589
gRN3fVFpsoo,2,0,0.0,127.3,178.0,82.1,0.1267,0.0741,0.1421,0.0372
Xl0JhNSikiM,1,0,0.0,157.3,221.6,88.4,0.1054,0.1113,0.0822,0.031
9gm0-XgrX10,1,0,0.0,121.8,197.5,79.0,0.1174,0.1161,0.0766,0.0096
p3wnZhhhydg,1,0,0.0,112.5,75.4,59.8,0.0858,0.0403,0.0238,0.0443
kGv14hcHRuA,2,0,0.0,84.5,116.4,92.9,0.1707,0.0028,0.1049,0.1164
b3txWHyRyA8,2,1,0.5,67.0,134.1,77.4,0.0416,0.0415,0.1121,0.0349
vk8064tnNC4,1,0,0.0,62.1,155.0,86.5,0.1068,0.013,0.0837,0.1854
tJJ-r6UdScU,2,1,0.5,137.8,134.5,79.6,0.0922,0.0996,0.0536,0.058
-gF4hJcuciI,2,0,0.0,51.4,162.7,85.3,0.0362,0.0745,0.1037,0.1251
Z5lXUgJNWw0,2,1,0.5,91.6,108.8,66.3,0.063,0.0,0.0099,0.1135
d6wWyePHwKU,2,0,0.0,110.1,151.4,80.1,0.1006,0.1099,0.0211,0.0203
OzHaKRpgoYI,3,0,0.0,83.0,82.1,58.0,0.0579,0.0531,0.0199,0.0768
norrDMAcHbg,1,0,0.0,44.4,187.5,72.3,0.1245,0.0002,0.057,0.0092
PK85W8t9WP4,2,0,0.0,50.4,144.0,99.6,0.036,0.0553,0.0472,0.0966
PvbaxcmTg5U,2,1,0.5,84.4,143.1,75.9,0.0555,0.006,0.0537,0.1115
Yig7EUQvYMs,2,0,0.0,88.6,149.7,73.3,0.0593,0.0414,0.1944,0.0062
jg5V5FXMboI,3,0,0.0,77.4,197.6,61.6,0.0557,0.1203,0.0578,0.0498
geLPiDz39CU,3,0,0.0,92.1,173.5,66.1,0.1961,0.011,0.0294,0.04
m-AXCHZK6Is,1,0,0.0,126.1,154.0,86.4,0.2104,0.0056,0.0783,0.2089
apqDLOJHeaA,0,0,0,72.2,123.4,78.1,0.0333,0.0033,0.0886,0
hmH5PsWrqx0,5,0,0.0,117.7,222.4,68.9,0.0294,0.0367,0.0386,0.0501
pX50RmbpDEo,2,0,0.0,85.6,134.1,70.5,0.0424,0.0295,0.0285,0.1324
hXXlpHSKIPQ,5,0,0.0,88.4,213.3,74.6,0.0601,0.2324,0.0508,0.0602
iWusgRo_ga8,9,0,0.0,102.7,153.8,85.9,0.0504,0.0232,0.0525,0.099
zHSPuuv_v4I,2,0,0.0,74.2,179.4,64.4,0.0422,0.0676,0.0454,0.0269
1ASbN_Tqw6U,1,0,0.0,130.0,140.5,87.0,0.1034,0.1556,0.0967,0.023
-NANd78K4L0,4,1,0.25,144.3,194.5,77.7,0.1475,0.1594,0.0383,0.2556
jC9YtNaFcXA,2,1,0.5,69.9,132.9,65.3,0.1156,0.0056,0.0978,0.0764
8JQ-5SSZOek,5,0,0.0,61.8,151.1,67.3,0.0578,0.0147,0.0506,0.0771
zlUjjQLCTQ4,2,0,0.0,116.7,194.0,81.7,0.0019,0.0001,0.0899,0.0098
_NEZmmA8ztM,3,0,0.0,59.4,131.3,61.3,0.0105,0.0314,0.2152,0.0235
Cq0XG-0z0AI,3,1,0.333,76.5,206.0,62.9,0.187,0.0286,0.0388,0.0695
UqjEKJ7qm-Y,2,0,0.0,62.0,146.7,58.1,0.0301,0.0003,0.1286,0.1201
1deQdKpW85A,1,0,0.0,123.9,72.8,78.1,0.0294,0.0056,0.0098,0.0456
Mdk3cFSeuyg,7,0,0.0,93.6,165.7,71.6,0.0699,0.0045,0.0999,0.038
dpbTFMIY9cc,5,0,0.0,134.4,120.7,85.7,0.2363,0.0212,0.0428,0.1041
4AlB2gdytRU,2,1,0.5,31.9,71.1,61.8,0.0003,0.0036,0.0194,0.3183
ebDvdxoyPaU,5,0,0.0,107.4,100.6,79.0,0.0947,0.0152,0.0365,0.1071
ikUQSXd-xOA,4,0,0.0,69.7,183.5,67.6,0.1725,0.0077,0.0581,0.1028
ggxxbJjQWGs,1,0,0.0,72.9,174.4,80.0,0.2066,0.0229,0.0554,0.0149
WwM5vbqYkPk,3,2,0.667,87.1,166.0,71.0,0.2458,0.0013,0.0315,0.2306
PT1pNeoZlbk,6,0,0.0,111.8,141.6,77.7,0.1448,0.1017,0.0794,0.1129
1_ynXGADv7w,4,0,0.0,120.2,160.1,76.0,0.194,0.0463,0.0875,0.074
Vz5DoeO7bno,4,0,0.0,125.5,145.0,69.2,0.0657,0.3058,0.2715,0.0325
aGUl9kk2Yqs,4,0,0.0,118.9,161.1,82.7,0.0854,0.0213,0.0549,0.0485
kwrOV5aoRWc,6,2,0.333,106.9,97.1,75.8,0.174,0.0101,0.0173,0.3827
SeEQFymHa-o,2,1,0.5,109.3,139.3,80.5,0.0806,0.0851,0.0945,0.0927
G4VBR2_Jd10,5,0,0.0,100.1,150.2,70.7,0.1379,0.0775,0.0706,0.0538
lUWIkhSEjVY,1,0,0.0,92.6,143.4,66.6,0.1044,0.013,0.0688,0.0033
ipihm64VX6o,4,0,0.0,73.2,141.5,70.2,0.091,0.0038,0.0448,0.151
IvKPh1vALso,3,0,0.0,142.5,123.3,84.6,0.0842,0.1505,0.0736,0.0941
nzrLtC8Too0,5,0,0.0,91.8,207.0,67.5,0.1739,0.0135,0.0536,0.0786
Mjomoga3I3A,4,2,0.5,128.3,197.6,96.7,0.0628,0.0522,0.0553,0.1138
COgDa14swpY,4,0,0.0,91.6,136.8,65.6,0.1279,0.0078,0.0581,0.0394
6Ggw9tp988o,2,0,0.0,99.9,154.6,69.6,0.1077,0.0741,0.0522,0.0297
mHCDM0b6Yt8,1,1,1.0,135.1,217.7,82.3,0.097,0.1889,0.0424,0.1485
qpiQEPB-QCM,3,0,0.0,79.2,213.0,73.8,0.0688,0.0657,0.0258,0.0868
6B8SJCiVI4Q,0,0,0,166.6,117.8,70.7,0.0225,0.0009,0.1188,0
iFBmLbDiE0Q,4,0,0.0,56.8,184.2,61.9,0.0859,0.0,0.0402,0.1795
08OoYu25aK4,3,1,0.333,71.3,68.1,76.3,0.022,0.0347,0.031,0.0694
fJnpbBYZAjs,2,0,0.0,31.7,46.2,67.4,0.0266,0.0667,0.0246,0.2913
GRf5OPDTiqo,0,0,0,143.6,70.0,52.8,0.2264,0.0865,0.014,0
EULgWfGnJFI,1,0,0.0,78.5,141.0,73.3,0.1418,0.0383,0.0462,0.0584
Y0LFx9a1-nk,2,1,0.5,78.4,153.9,56.0,0.0754,0.0039,0.0152,0.0621
bO1_NxOj2Z0,1,0,0.0,52.3,149.9,59.8,0.0948,0.0,0.0275,0.0037
wyTMyAZMwms,0,0,0,47.4,61.5,52.6,0.0078,0.0283,0.0372,0
oZ3w2cvPyzw,1,0,0.0,42.4,208.5,63.6,0.0162,0.0228,0.0476,0.0314
6o6jDDlqzMs,0,0,0,81.9,191.2,77.6,0.1802,0.0427,0.0392,0
QQ95Ri-MCyY,1,0,0.0,59.7,164.4,83.3,0.0844,0.0403,0.0352,0.0192
TN--673xwbY,5,0,0.0,58.4,114.3,73.2,0.0618,0.0025,0.0533,0.2385
cjIPFMfq8OQ,2,0,0.0,36.5,23.1,22.8,0.0287,0.0188,0.0071,0.009
N_xSwdteRfE,4,0,0.0,84.0,186.0,76.8,0.1877,0.0536,0.0911,0.0439
ZupHTfAwAHQ,5,1,0.2,84.9,158.2,68.7,0.2356,0.0371,0.017,0.1503
CTNMyZFp1SU,2,0,0.0,97.2,147.4,97.5,0.0268,0.0028,0.0566,0.0371
1-XcqBRsC48,0,0,0,12.3,176.7,112.9,0.0259,0.0009,0.0216,0
RKu5J4gVYjM,2,0,0.0,53.3,66.5,54.7,0.0073,0.0178,0.0252,0.0132
kiHwk5En7s8,0,0,0,58.9,175.1,76.8,0.073,0.0016,0.0244,0
QTHOl_vZt94,2,0,0.0,37.7,202.2,48.7,0.0615,0.0487,0.0489,0.0138
WAuSgQEhUCo,1,0,0.0,139.8,69.9,50.0,0.5244,0.0113,0.0146,0.0082
6bpKTWAxqS4,3,0,0.0,77.9,85.9,63.1,0.1333,0.0144,0.0281,0.0999
TYKgRhwQx4Q,4,0,0.0,75.2,116.7,86.2,0.2069,0.0085,0.0707,0.1045
iY4Yju4Kl90,3,0,0.0,116.4,112.0,73.1,0.1282,0.045,0.1339,0.0459
4QNsEFWLteQ,2,1,0.5,82.8,177.0,69.2,0.1651,0.0077,0.0325,0.1499
0t_pvVaho5I,2,1,0.5,49.0,190.1,59.3,0.1216,0.0,0.0357,0.1861
98dF7LK9VTQ,0,0,0,63.8,136.0,62.9,0.0032,0.0041,0.0754,0
Oz35-yv6x-E,2,0,0.0,58.7,207.5,72.4,0.0798,0.0251,0.0226,0.0367
audACEuizfs,3,0,0.0,49.1,174.5,88.8,0.0166,0.0463,0.0385,0.0426
kMXbF2UFdao,2,1,0.5,88.2,184.6,75.3,0.1384,0.0306,0.0547,0.1062
gby5ILlh3Gw,2,0,0.0,56.9,175.9,77.3,0.105,0.0015,0.0279,0.0738
K9XTQsHI9Ig,1,0,0.0,78.9,72.1,49.4,0.1553,0.0012,0.0306,0.0086
8YZorIGZQGw,9,2,0.222,139.3,177.6,74.8,0.6395,0.0005,0.0652,0.0565
bXDackR9W0w,0,0,0,54.6,175.3,62.9,0.0524,0.0013,0.0338,0
NAHdiuxCPpE,6,0,0.0,63.0,83.5,69.8,0.0956,0.0086,0.0322,0.0606
2EqpTtPb92Q,2,1,0.5,46.1,209.5,63.6,0.0621,0.0001,0.0184,0.1359
DGbQ50mCUIw,2,1,0.5,62.4,171.5,76.0,0.0002,0.0264,0.0334,0.1027
dMQ6QX-WeGw,4,0,0.0,100.1,184.4,86.0,0.339,0.0328,0.0322,0.102
EuH-NVHBSqM,4,0,0.0,50.9,212.4,64.5,0.0434,0.0356,0.0369,0.0622
u4Dlh7QS4GY,2,1,0.5,40.2,119.2,99.6,0.0396,0.0497,0.0289,0.1721
pqjIGupku_g,1,0,0.0,92.6,110.4,67.2,0.2029,0.0255,0.0157,0.0932
t8A7kx8G1wM,2,0,0.0,60.5,197.1,73.4,0.1625,0.0021,0.0366,0.0605
btuR-q1bX2Y,2,0,0.0,46.5,95.9,74.0,0.0639,0.0017,0.0619,0.0377
PQsJbLulSsQ,8,0,0.0,78.5,104.2,74.5,0.2498,0.0031,0.0857,0.1269
qEckM3VuIXo,5,1,0.2,68.6,153.4,81.8,0.0221,0.028,0.0441,0.0911
UiuYt2vQ3EE,5,0,0.0,80.9,156.8,69.1,0.134,0.0187,0.0774,0.0947
heQsq0YesHY,2,0,0.0,77.3,197.3,48.7,0.0361,0.099,0.0206,0.0769
YloFS2a6LU4,6,0,0.0,72.9,167.4,83.7,0.0819,0.0367,0.0542,0.1384
ZTfFmYpXouQ,3,0,0.0,84.4,167.1,60.1,0.0046,0.0011,0.0911,0.0218
joISoz849Tc,2,0,0.0,116.1,152.4,73.5,0.1699,0.0018,0.0315,0.0208
OP9M5GwCf6k,1,0,0.0,72.3,205.6,46.1,0.1178,0.0458,0.0058,0.2734
7ZOXZs-LkTE,1,0,0.0,48.2,174.0,44.4,0.0189,0.0,0.0088,0.053
pQBLpwEKBp0,3,0,0.0,68.9,222.7,61.5,0.1105,0.0515,0.1243,0.0702
vWVaBj4wPBY,2,1,0.5,114.8,161.3,76.2,0.0219,0.0164,0.0577,0.1477
LNG7KlB8bUg,0,0,0,31.7,139.8,87.6,0.0073,0.0177,0.0412,0
ZUF5XxLWM5c,0,0,0,48.6,167.1,76.4,0.0599,0.0,0.0197,0
ZASAeUd2s0c,2,0,0.0,58.9,134.9,86.4,0.0337,0.0007,0.0498,0.0071
V5P9SeFHPhg,0,0,0,97.1,178.5,64.8,0.1173,0.0015,0.2242,0
D3Eq8lPvXP0,3,0,0.0,67.2,177.9,53.6,0.0441,0.0013,0.0513,0.0347
UIsq54opvg8,0,0,0,50.0,139.4,99.6,0.0339,0.0184,0.0603,0
9TvQTXkV7ZA,3,0,0.0,74.9,190.4,65.9,0.0471,0.0805,0.1433,0.052
3QZ-xgQkzFM,2,0,0.0,105.3,166.2,60.9,0.2237,0.056,0.0221,0.1078
JHdHC_K_Vmg,2,0,0.0,102.1,172.3,64.0,0.2624,0.0227,0.024,0.0095
KrJNy3GYsJk,0,0,0,97.9,200.3,53.8,0.2578,0.0001,0.0041,0
NYZQsXzOd7c,4,0,0.0,132.5,183.7,60.6,0.2112,0.1631,0.0256,0.013
oZpvV2SAdKc,1,0,0.0,96.9,174.2,51.6,0.0964,0.0,0.0043,0.0159
xbTD7Hd4SiA,2,1,0.5,116.5,151.6,61.9,0.0155,0.0003,0.0105,0.2823
Hfl2DxrZ38g,2,0,0.0,82.2,201.1,50.9,0.0528,0.0136,0.0064,0.2495
ViHztZunGFc,2,0,0.0,85.7,187.4,49.9,0.0345,0.0039,0.0063,0.3331
V74JOYq4Yck,2,0,0.0,97.2,169.1,49.7,0.0496,0.0303,0.0331,0.0173
OC8tYJWSWcY,3,0,0.0,56.9,179.2,61.9,0.075,0.0026,0.045,0.1164
jln1sr-PYU8,1,0,0.0,83.1,211.3,45.6,0.0755,0.0095,0.004,0.2256
_fIgWVxp9Ts,1,0,0.0,110.1,207.5,53.0,0.3455,0.0676,0.0093,0.1469
DnbQ3GMiT98,3,0,0.0,122.5,153.9,62.6,0.1817,0.003,0.0899,0.0196
7OJooIf_Ai4,7,0,0.0,84.7,193.6,64.6,0.0458,0.0378,0.1007,0.1442
7YpgXjEToa0,3,0,0.0,86.9,172.5,60.2,0.1715,0.0,0.0594,0.1371
xFvEMdbfnr8,3,0,0.0,89.9,179.2,53.0,0.0226,0.0178,0.0362,0.0812
3Us8TbDnlOM,1,0,0.0,85.7,102.9,63.5,0.2612,0.0312,0.0259,0.0192
-Vo44OXsp9U,2,0,0.0,86.9,202.8,56.5,0.0292,0.0003,0.0721,0.0151
hYEbI6VEJOo,1,0,0.0,34.3,227.4,38.4,0.0219,0.0,0.0142,0.0392
3XUnNEoJS80,5,0,0.0,122.9,130.8,67.4,0.0431,0.0808,0.0617,0.0345
sexNjvK_Tk4,3,0,0.0,71.2,200.2,48.6,0.0293,0.0033,0.0252,0.1329
efBZfUx4OMk,3,0,0.0,69.3,170.7,62.9,0.1185,0.0,0.0189,0.305
GRqehg_RXso,4,0,0.0,55.6,177.8,52.6,0.0048,0.0024,0.0338,0.409
6sRwnQElEus,0,0,0,118.3,179.1,71.4,0.0448,0.0255,0.0845,0
v3YkjBKaYDA,1,0,0.0,95.7,152.4,60.6,0.0803,0.0002,0.0645,0.017
R5ExBQCvcVI,0,0,0,72.9,205.3,48.5,0.0311,0.0342,0.0306,0
b5SjTr-0vj0,0,0,0,118.6,173.0,56.5,0.2841,0.0775,0.0138,0
D3-xe1G24zQ,1,0,0.0,81.6,192.2,55.5,0.073,0.0551,0.0405,0.0029
h5269TSdGZs,0,0,0,83.9,151.7,65.2,0.0184,0.0084,0.0591,0
cAEPDXFxXww,2,0,0.0,74.7,171.9,63.2,0.0531,0.0216,0.0409,0.0583
Qk0QJUAuagQ,4,2,0.5,80.1,189.8,51.8,0.0369,0.0,0.0292,0.4297
VZnPP2EJrvM,5,0,0.0,106.6,166.7,64.4,0.0142,0.0094,0.0892,0.0202
dyh5Vb59fbY,2,0,0.0,68.8,159.3,50.3,0.0435,0.0044,0.0235,0.2162
rOlSy-VqKSE,4,0,0.0,74.0,227.5,52.9,0.2116,0.0182,0.0309,0.1218
W7g5vMlagsE,5,0,0.0,74.8,140.1,75.7,0.0493,0.0625,0.0449,0.0573
RpYDcbvitDI,1,0,0.0,134.0,190.4,84.8,0.1616,0.0419,0.0923,0.0711
RFzF-sfY3Eo,8,0,0.0,84.6,133.5,82.6,0.0833,0.032,0.1396,0.0434
p6iPkm_kwjw,6,1,0.167,65.1,161.9,84.2,0.0867,0.0863,0.0949,0.185
PJNgE7_XF7I,8,2,0.25,111.4,131.8,86.1,0.2165,0.0203,0.1461,0.0425
dsXKnFutkjI,1,1,1.0,57.2,77.2,56.5,0.0158,0.0054,0.0327,0.0077
7vRz3a0dZCQ,2,0,0.0,64.0,71.0,56.5,0.0365,0.0023,0.0176,0.0234
y59cNLpnIRc,1,0,0.0,92.5,164.6,58.8,0.1722,0.0414,0.0171,0.005
c83JDkg7xnQ,0,0,0,65.9,162.6,93.3,0.0102,0.001,0.0378,0
Nhh8jlpAwqg,1,1,1.0,51.7,109.8,62.2,0.0023,0.0151,0.0637,0.0447
cpLqFDHkSjg,7,2,0.286,96.3,121.8,85.8,0.0933,0.0281,0.1556,0.1069
xqUbmjSSQ-s,2,1,0.5,57.7,148.1,65.9,0.0135,0.0223,0.0545,0.0623
Ce49ZFLI7HQ,7,0,0.0,117.6,141.1,84.5,0.1272,0.0317,0.0949,0.115
CRVbVEIBmYM,2,0,0.0,100.8,158.3,80.9,0.2956,0.0473,0.118,0.0414
ZnhWdA0WK8E,1,1,1.0,56.1,68.9,45.9,0.0555,0.0107,0.0261,0.0662
VM2_29apftc,2,0,0.0,47.7,79.0,48.4,0.0284,0.0003,0.0099,0.0282
-8nXIF-vQos,3,0,0.0,78.9,173.5,79.8,0.0119,0.0431,0.1125,0.0396
-8yEiFj6xBs,6,0,0.0,97.1,160.4,84.5,0.2155,0.0066,0.129,0.07
hSlKFGpzpSQ,4,0,0.0,65.9,75.8,53.5,0.0347,0.0286,0.0334,0.0427
vm9vTss3iYA,2,1,0.5,57.0,93.2,63.1,0.0933,0.0164,0.0286,0.1407
Nixoo8xeddE,4,0,0.0,129.3,50.9,42.1,0.1298,0.051,0.0227,0.0641
wdjU_fqB-yc,1,0,0.0,95.7,168.7,75.6,0.0283,0.085,0.0761,0.0106
JNdFE2EgQT0,2,0,0.0,97.5,103.4,50.0,0.046,0.0817,0.0255,0.0374
4A9NGMwrcDc,2,1,0.5,83.7,59.1,47.2,0.0721,0.0115,0.0185,0.0825
XLZ_MnxSQxA,8,0,0.0,78.5,173.4,86.6,0.1274,0.0503,0.0796,0.058
u6aiyvavAaU,3,0,0.0,59.0,67.1,51.3,0.13,0.0139,0.0517,0.0186
5tulVAl-EQE,1,0,0.0,83.5,134.4,68.6,0.0229,0.0365,0.1153,0.0043
Z4HhQlI1JCw,2,1,0.5,105.1,189.2,83.1,0.1731,0.0409,0.0897,0.0767
X6zAypJ3j70,3,0,0.0,44.6,77.0,58.1,0.0891,0.0004,0.0394,0.0163
xqvpAtD3iXA,3,0,0.0,41.7,74.9,53.4,0.0276,0.0042,0.0293,0.0145
jli6oCaHVYQ,1,0,0.0,64.0,72.8,50.1,0.0311,0.0008,0.0184,0.0127
tELR7ajIKpw,3,1,0.333,93.3,145.2,76.1,0.0396,0.0621,0.0361,0.3556
Tm4tUNV2HkA,4,1,0.25,53.1,151.1,69.2,0.0664,0.0446,0.1773,0.0595
htkN1omIt0w,2,0,0.0,65.2,75.3,56.2,0.0719,0.0047,0.0225,0.0197
4pbP8qjK6HQ,2,0,0.0,68.5,127.3,85.9,0.0036,0.24,0.021,0.0391
Dqo89D5bGgY,3,0,0.0,65.8,151.0,68.3,0.0685,0.0207,0.0429,0.1424
lxC7TPpuCoU,0,0,0,60.8,60.4,50.9,0.0821,0.0128,0.0299,0
Z7-0_RthPHg,1,0,0.0,73.9,61.0,62.4,0.0894,0.0015,0.0182,0.0056
HoGrFF6g81Y,9,0,0.0,65.9,112.2,72.0,0.0456,0.007,0.1122,0.049
MVk0qFtT1nk,1,0,0.0,40.5,69.5,51.6,0.012,0.002,0.0219,0.0015
qXCuNws12b4,0,0,0,132.8,146.7,68.2,0.0033,0.296,0.0259,0
NiffFg2Bpco,1,1,1.0,103.3,152.2,68.8,0.1275,0.0828,0.0517,0.1043
yvfhjVtDPyM,7,0,0.0,92.7,177.4,84.1,0.2256,0.0009,0.071,0.1106
XpmQqWRnv_U,1,0,0.0,78.2,81.8,53.5,0.0589,0.0227,0.0387,0.0113
loZmp3QgDz8,1,1,1.0,70.2,148.4,60.1,0.0092,0.0338,0.1392,0.1518
iUDqykMVGgc,3,0,0.0,79.4,109.5,77.2,0.0502,0.0298,0.0173,0.4824
PEOa3hZDFhg,1,1,1.0,83.8,146.5,82.2,0.0204,0.018,0.1022,0.046
abUau-7hW4Y,5,0,0.0,72.8,67.3,48.5,0.0402,0.0467,0.0698,0.0414
NGHqEASWZSc,2,0,0.0,39.0,191.9,73.1,0.0146,0.0019,0.0391,0.0274
jUjRJZiM7co,1,0,0.0,103.1,171.4,77.8,0.0434,0.1408,0.066,0.0088
OYaMSbKYVWM,3,0,0.0,91.6,68.0,59.2,0.1163,0.0089,0.0321,0.0297
8lnf4-3c9U4,4,0,0.0,137.8,135.5,70.1,0.2359,0.0188,0.075,0.14
1oAKpuUd1o4,6,2,0.333,134.2,92.7,58.2,0.0231,0.3988,0.1041,0.1667
bK9383sa6JQ,4,0,0.0,86.9,162.8,75.1,0.1401,0.0559,0.0558,0.0177
xxyWXf7HVjU,5,0,0.0,54.5,122.3,78.6,0.0955,0.0081,0.072,0.1913
2wk8nl6w39k,4,0,0.0,90.5,130.5,76.3,0.3863,0.0051,0.0241,0.102
6WixRRsdNvU,0,0,0,119.3,130.8,63.8,0.0467,0.1426,0.0316,0
EBz8nWqqf5Y,0,0,0,155.7,194.6,77.2,0.2671,0.1152,0.0736,0
jBXQqyBizaI,3,0,0.0,114.0,159.8,75.9,0.1467,0.0874,0.0593,0.0196
XBqGEVzK2h0,1,0,0.0,75.1,145.3,83.0,0.1681,0.0151,0.1647,0.0025
C6IHSLDeuoM,2,0,0.0,167.2,209.4,95.4,0.394,0.2095,0.0842,0.1759
3JsLqiKJFJs,3,0,0.0,89.9,129.0,77.9,0.0408,0.2038,0.1075,0.0147
sexzBogcKSM,3,0,0.0,83.4,135.4,93.5,0.1305,0.0805,0.1446,0.0366
QluEfFBwbyE,2,0,0.0,52.3,115.5,88.2,0.0618,0.0298,0.1716,0.0817
j8Y-l6JbNus,3,0,0.0,94.3,153.2,97.3,0.006,0.0154,0.1105,0.0401
Z0Vee0ThZek,1,0,0.0,48.8,98.7,74.2,0.0402,0.0885,0.053,0.0726
X_U5-G43ETE,0,0,0,70.4,98.5,86.2,0.0327,0.139,0.1358,0
xd5g-GiQD_Y,1,0,0.0,43.4,92.3,72.9,0.0193,0.0114,0.0957,0.0169
BcMrKd8B2fw,2,0,0.0,134.1,106.9,65.9,0.4218,0.0076,0.0979,0.0863
7awW06tXjYA,2,0,0.0,105.4,70.2,66.2,0.1669,0.133,0.0878,0.0597
_z59_dvjMI0,4,0,0.0,46.1,159.2,57.8,0.1049,0.0135,0.0387,0.1213
E1a8TNfX7P4,3,0,0.0,105.9,178.6,73.9,0.1688,0.0552,0.1001,0.0614
WVTEb0_OiM8,2,0,0.0,65.9,150.8,71.9,0.0916,0.0071,0.0501,0.0092
UYR3S8K0x8A,2,0,0.0,95.9,145.0,65.8,0.3483,0.014,0.0266,0.0387
YA8zm2jCE6c,3,0,0.0,175.5,220.0,92.4,0.0946,0.0064,0.0377,0.091
-BkigD0aHOU,2,0,0.0,111.3,132.0,84.9,0.2056,0.0713,0.1331,0.0468
Udh7lQ0njwE,2,0,0.0,90.2,106.6,78.9,0.0799,0.0864,0.0996,0.1624
xv77DMALFo4,3,1,0.333,34.3,127.2,53.1,0.0207,0.0048,0.0336,0.0152
ir_BgfHuLXs,0,0,0,35.6,100.8,71.4,0.0821,0.0165,0.0348,0
E0QpCN5tbrg,0,0,0,66.1,86.8,88.0,0.0361,0.0975,0.1406,0
omkuBuEh4aI,1,0,0.0,82.2,114.6,78.6,0.0513,0.1873,0.0587,0.0739
S_pdK8LswCo,2,0,0.0,129.6,75.3,69.5,0.3587,0.0231,0.0782,0.0733
hAKExqvzxf4,1,0,0.0,113.4,50.0,44.3,0.1326,0.005,0.0805,0.0162
